auctionid,bid,bidtime,bidder,bidderrate,openbid,price
8212116757,165.0,6.999884,jya2003,0.0,49.99,167.5
8212122220,75.0,6.753715,azn418,0.0,75.0,100.0
8212122220,100.0,6.9488080000000005,gladimacowgirl,58.0,75.0,100.0
8212122220,80.0,6.9596990000000005,pe55usn,18.0,75.0,100.0
8212122220,88.88,6.972072,sethskf,930.0,75.0,100.0
8212122220,95.0,6.999826,wireguy72,5.0,75.0,100.0
8212122220,100.0,6.999919,wireguy72,5.0,75.0,100.0
8212135847,30.0,0.007581,lpnmichy70,0.0,24.5,126.0
8212135847,25.0,0.142951,hokeybird12,1.0,24.5,126.0
8212135847,30.0,0.143044,hokeybird12,1.0,24.5,126.0
8212135847,31.5,0.143241,hokeybird12,1.0,24.5,126.0
8212135847,50.0,1.949155,riggsy58,6.0,24.5,126.0
8212135847,33.5,2.122477,hokeybird12,1.0,24.5,126.0
8212135847,40.0,2.122593,hokeybird12,1.0,24.5,126.0
8212135847,45.0,2.12272,hokeybird12,1.0,24.5,126.0
8212135847,50.0,2.122824,hokeybird12,1.0,24.5,126.0
8212135847,55.0,2.122905,hokeybird12,1.0,24.5,126.0
8212135847,60.0,4.066991000000001,riggsy58,6.0,24.5,126.0
8212135847,60.0,4.8128589999999996,kevinb2999,6.0,24.5,126.0
8212135847,63.0,4.813356,kevinb2999,6.0,24.5,126.0
8212135847,62.0,6.6197919999999995,rcajstein,20.0,24.5,126.0
8212135847,75.0,6.619988,rcajstein,20.0,24.5,126.0
8212135847,70.0,6.729641,philandash7703,25.0,24.5,126.0
8212135847,80.0,6.729744999999999,philandash7703,25.0,24.5,126.0
8212135847,82.0,6.824444000000001,rcajstein,20.0,24.5,126.0
8212135847,125.0,6.946771000000001,p_man117,1.0,24.5,126.0
8212135847,90.0,6.952153,davidbresler2,1.0,24.5,126.0
8212135847,101.0,6.952292,davidbresler2,1.0,24.5,126.0
8212135847,106.0,6.987813,joshuatalbott24,0.0,24.5,126.0
8212135847,111.0,6.988021000000001,joshuatalbott24,0.0,24.5,126.0
8212135847,116.0,6.988229,joshuatalbott24,0.0,24.5,126.0
8212135847,121.0,6.989641000000001,joshuatalbott24,0.0,24.5,126.0
8212135847,126.0,6.989803,joshuatalbott24,0.0,24.5,126.0
8212140993,20.0,0.005035,chevy35084,4.0,9.99,306.0
8212140993,20.0,0.9399649999999999,augustus_xavier,0.0,9.99,306.0
8212140993,20.5,0.9400930000000001,augustus_xavier,0.0,9.99,306.0
8212140993,30.0,1.21897,danab43,1.0,9.99,306.0
8212140993,31.0,1.219549,danab43,1.0,9.99,306.0
8212140993,25.0,1.860729,babygirljrt,0.0,9.99,306.0
8212140993,30.0,1.860903,babygirljrt,0.0,9.99,306.0
8212140993,35.0,1.8610759999999997,babygirljrt,0.0,9.99,306.0
8212140993,40.0,1.8611919999999997,babygirljrt,0.0,9.99,306.0
8212140993,60.0,1.861273,babygirljrt,0.0,9.99,306.0
8212140993,70.0,1.861377,babygirljrt,0.0,9.99,306.0
8212140993,75.0,1.865868,babygirljrt,0.0,9.99,306.0
8212140993,76.0,1.884039,babygirljrt,0.0,9.99,306.0
8212140993,75.0,2.1981599999999997,poolnspaman,76.0,9.99,306.0
8212140993,85.0,2.9881599999999997,scott5693,5.0,9.99,306.0
8212140993,90.0,2.9883450000000003,scott5693,5.0,9.99,306.0
8212140993,95.0,2.988507,scott5693,5.0,9.99,306.0
8212140993,80.0,5.897083,trauma419,0.0,9.99,306.0
8212140993,82.0,5.89728,trauma419,0.0,9.99,306.0
8212140993,90.0,5.8975,trauma419,0.0,9.99,306.0
8212140993,92.0,5.89772,trauma419,0.0,9.99,306.0
8212140993,100.0,5.897928,trauma419,0.0,9.99,306.0
8212140993,100.0,6.016597,mclennon2118,0.0,9.99,306.0
8212140993,110.0,6.016875,mclennon2118,0.0,9.99,306.0
8212140993,115.0,6.0804860000000005,trauma419,0.0,9.99,306.0
8212140993,120.0,6.106273000000001,daveonbay,3.0,9.99,306.0
8212140993,120.0,6.176817,tausmaster,48.0,9.99,306.0
8212140993,130.0,6.177199,tausmaster,48.0,9.99,306.0
8212140993,135.0,6.177338,tausmaster,48.0,9.99,306.0
8212140993,130.0,6.2484839999999995,craiggers03,6.0,9.99,306.0
8212140993,135.0,6.402141,mac_ranch,30.51081081081081,9.99,306.0
8212140993,145.0,6.402384,mac_ranch,30.51081081081081,9.99,306.0
8212140993,140.0,6.4159370000000004,justchilling35,3.0,9.99,306.0
8212140993,200.0,6.4627550000000005,biznezb4plezure,10.0,9.99,306.0
8212140993,306.0,6.857407000000001,justchilling35,3.0,9.99,306.0
8212140993,218.0,6.904745,loraron513,27.0,9.99,306.0
8212140993,225.0,6.9049190000000005,loraron513,27.0,9.99,306.0
8212140993,238.0,6.979259,loraron513,27.0,9.99,306.0
8212140993,243.0,6.979467999999999,loraron513,27.0,9.99,306.0
8212140993,268.0,6.99897,loraron513,27.0,9.99,306.0
8212140993,285.0,6.999410000000001,loraron513,27.0,9.99,306.0
8212140993,301.0,6.999687,loraron513,27.0,9.99,306.0
8212143601,101.5,4.035972,tracey1089,5.0,80.0,167.5
8212143601,101.69,6.768021000000001,janlan7,25.0,80.0,167.5
8212143601,104.2,6.909745,janlan7,25.0,80.0,167.5
8212143601,106.51,6.911956,janlan7,25.0,80.0,167.5
8212143601,150.0,6.915069,janlan7,25.0,80.0,167.5
8212143601,150.0,6.93537,drew32fb,33.0,80.0,167.5
8212143601,167.5,6.935498,drew32fb,33.0,80.0,167.5
8212143601,160.0,6.981389,unique82me,0.0,80.0,167.5
8212143601,165.0,6.981528,unique82me,0.0,80.0,167.5
8212145833,5.0,0.305058,davgig,21.0,5.0,132.5
8212145833,10.0,0.620243,davgig,21.0,5.0,132.5
8212145833,5.5,0.9750120000000001,jafarabu,0.0,5.0,132.5
8212145833,7.0,0.9750690000000001,jafarabu,0.0,5.0,132.5
8212145833,20.0,2.042002,wacquiekatt,0.0,5.0,132.5
8212145833,20.0,2.218762,davgig,21.0,5.0,132.5
8212145833,30.0,2.219502,davgig,21.0,5.0,132.5
8212145833,50.01,2.8325,davgig,21.0,5.0,132.5
8212145833,21.0,3.316447,mrsbeck123,1.0,5.0,132.5
8212145833,50.01,3.966065,honnabear,36.0,5.0,132.5
8212145833,51.01,4.010671,honnabear,36.0,5.0,132.5
8212145833,80.01,4.133889,davgig,21.0,5.0,132.5
8212145833,80.0,5.803634,shaylabeau,28.0,5.0,132.5
8212145833,90.0,6.668958,dac350,20.0,5.0,132.5
8212145833,100.0,6.87103,mhartman0515,2.0,5.0,132.5
8212145833,125.0,6.920764,mhartman0515,2.0,5.0,132.5
8212145833,92.0,6.926157000000001,rcajstein,20.0,5.0,132.5
8212145833,95.0,6.927627,mootzin,1.0,5.0,132.5
8212145833,98.0,6.927789,mootzin,1.0,5.0,132.5
8212145833,100.0,6.927928,mootzin,1.0,5.0,132.5
8212145833,105.0,6.928333,mootzin,1.0,5.0,132.5
8212145833,130.0,6.9345490000000005,mhartman0515,2.0,5.0,132.5
8212145833,115.0,6.978634,unique82me,0.0,5.0,132.5
8212145833,120.0,6.978796000000001,unique82me,0.0,5.0,132.5
8212145833,130.0,6.9789,unique82me,0.0,5.0,132.5
8212145833,132.5,6.980231,mhartman0515,2.0,5.0,132.5
8212157034,85.0,0.750174,bgpet,10.0,80.0,152.5
8212157034,82.0,2.9011810000000002,ravshan2005soccer,0.0,80.0,152.5
8212157034,90.0,6.115486,tausmaster,48.0,80.0,152.5
8212157034,110.0,6.138368,tausmaster,48.0,80.0,152.5
8212157034,87.0,6.779468,2005winstonc,0.0,80.0,152.5
8212157034,90.0,6.779664,2005winstonc,0.0,80.0,152.5
8212157034,95.0,6.925255,sirector,15.0,80.0,152.5
8212157034,100.0,6.926088,71vdub,12.0,80.0,152.5
8212157034,107.0,6.92735,71vdub,12.0,80.0,152.5
8212157034,112.0,6.9276740000000006,71vdub,12.0,80.0,152.5
8212157034,120.0,6.95684,tausmaster,48.0,80.0,152.5
8212157034,117.0,6.960127000000001,ben1801,4.0,80.0,152.5
8212157034,122.0,6.960787,ben1801,4.0,80.0,152.5
8212157034,130.0,6.962222,tausmaster,48.0,80.0,152.5
8212157034,150.0,6.999536999999999,westga33,38.0,80.0,152.5
8212157034,140.0,6.999699000000001,djnoeproductions,17.0,80.0,152.5
8212157034,150.0,6.99978,djnoeproductions,17.0,80.0,152.5
8212157034,152.5,6.99985,djnoeproductions,17.0,80.0,152.5
8212165593,9.99,0.8478120000000001,energythug803,0.0,9.99,142.5
8212165593,14.97,1.6843290000000002,nhdweb,63.0,9.99,142.5
8212165593,15.0,1.790428,energythug803,0.0,9.99,142.5
8212165593,25.75,3.36669,msu_cat,0.0,9.99,142.5
8212165593,50.0,4.028333,pamela47670,64.0,9.99,142.5
8212165593,31.33,4.148287,nhdweb,63.0,9.99,142.5
8212165593,34.93,4.148553,nhdweb,63.0,9.99,142.5
8212165593,39.98,4.791424,nhdweb,63.0,9.99,142.5
8212165593,60.0,5.733322,shaylabeau,28.0,9.99,142.5
8212165593,60.0,5.769514,babygirljrt,0.0,9.99,142.5
8212165593,65.0,5.769606,babygirljrt,0.0,9.99,142.5
8212165593,66.66,5.846933,nhdweb,63.0,9.99,142.5
8212165593,70.0,6.7503470000000005,2005winstonc,0.0,9.99,142.5
8212165593,80.0,6.786505,42179odie,0.0,9.99,142.5
8212165593,73.0,6.790671000000001,2005winstonc,0.0,9.99,142.5
8212165593,75.0,6.790868,2005winstonc,0.0,9.99,142.5
8212165593,80.0,6.793564999999999,2005winstonc,0.0,9.99,142.5
8212165593,90.0,6.8973960000000005,42179odie,0.0,9.99,142.5
8212165593,100.05,6.905255,bandaid86,71.0,9.99,142.5
8212165593,100.0,6.959988,ceci415,50.0,9.99,142.5
8212165593,105.0,6.969144,kjbatey1981,8.0,9.99,142.5
8212165593,132.99,6.988113,oldskool988,0.0,9.99,142.5
8212165593,140.0,6.988588,oldskool988,0.0,9.99,142.5
8212165593,110.0,6.99287,kjbatey1981,8.0,9.99,142.5
8212165593,125.0,6.993078999999999,kjbatey1981,8.0,9.99,142.5
8212165593,130.0,6.997812,kjbatey1981,8.0,9.99,142.5
8212165593,135.0,6.998183,kjbatey1981,8.0,9.99,142.5
8212165593,142.5,6.998367999999999,davidbresler2,1.0,9.99,142.5
8212170033,75.0,0.045359,gdiehm,192.0,75.0,125.0
8212170033,76.0,6.940556,ashcj,16.0,75.0,125.0
8212170033,125.0,6.94088,ashcj,16.0,75.0,125.0
8212170033,80.0,6.947674,jedihermit,38.0,75.0,125.0
8212170033,85.0,6.947836,jedihermit,38.0,75.0,125.0
8212170033,87.0,6.948449,blusun25,25.0,75.0,125.0
8212170033,90.0,6.9485529999999995,blusun25,25.0,75.0,125.0
8212170033,92.0,6.985972,cowboysok,2.0,75.0,125.0
8212170033,95.0,6.986181,cowboysok,2.0,75.0,125.0
8212170033,100.0,6.986771000000001,cowboysok,2.0,75.0,125.0
8212170033,105.5,6.989306,aoprescott,3.0,75.0,125.0
8212170033,112.0,6.9910190000000005,lonewolf08068,6.0,75.0,125.0
8212170033,117.5,6.991204,lonewolf08068,6.0,75.0,125.0
8212170033,125.0,6.993564999999999,ashcj,16.0,75.0,125.0
8212170033,122.5,6.9936110000000005,lonewolf08068,6.0,75.0,125.0
8212170033,125.0,6.995324,ashcj,16.0,75.0,125.0
8212182237,75.0,1.9453939999999998,death_urge0,126.0,50.0,112.5
8212182237,112.5,4.752164,aceman7358,0.0,50.0,112.5
8212182237,80.0,5.659225,chinaualnarran,22.0,50.0,112.5
8212182237,98.88,6.232141,smoothdudek,8.0,50.0,112.5
8212182237,110.0,6.446597,chinaualnarran,22.0,50.0,112.5
8212183207,25.0,0.00331,pinebox1024,5.0,0.99,100.5
8212183207,2.0,0.536076,pault1982bowling,0.0,0.99,100.5
8212183207,5.0,0.5592010000000001,pault1982bowling,0.0,0.99,100.5
8212183207,10.0,0.559502,pault1982bowling,0.0,0.99,100.5
8212183207,25.0,0.916134,finalz212,0.0,0.99,100.5
8212183207,30.0,0.917118,finalz212,0.0,0.99,100.5
8212183207,30.0,2.042488,pinebox1024,5.0,0.99,100.5
8212183207,35.0,2.0426159999999998,pinebox1024,5.0,0.99,100.5
8212183207,32.0,5.967836,runnerpiano,106.0,0.99,100.5
8212183207,50.99,6.4272800000000005,lilredtick,82.0,0.99,100.5
8212183207,38.0,6.541308,danielle410history,1.0,0.99,100.5
8212183207,41.0,6.541435,danielle410history,1.0,0.99,100.5
8212183207,44.0,6.541597,danielle410history,1.0,0.99,100.5
8212183207,50.0,6.541713,danielle410history,1.0,0.99,100.5
8212183207,52.0,6.541991,danielle410history,1.0,0.99,100.5
8212183207,52.99,6.601991,gokeefe163,13.0,0.99,100.5
8212183207,74.99,6.602431,gokeefe163,13.0,0.99,100.5
8212183207,80.0,6.603345,gokeefe163,13.0,0.99,100.5
8212183207,54.0,6.652789,tino6996,10.0,0.99,100.5
8212183207,60.99,6.6949309999999995,lilredtick,82.0,0.99,100.5
8212183207,65.99,6.695127,lilredtick,82.0,0.99,100.5
8212183207,80.99,6.695301,lilredtick,82.0,0.99,100.5
8212183207,85.0,6.941609,thebabysitta,9.0,0.99,100.5
8212183207,85.98,6.9509490000000005,summoboy,113.0,0.99,100.5
8212183207,100.5,6.968542,aoprescott,3.0,0.99,100.5
8212183207,100.01,6.987292,alsald,21.0,0.99,100.5
8212190120,22.22,4.537535,Private,30.51081081081081,12.99,28.0
8212190120,15.0,4.769734,Private,30.51081081081081,12.99,28.0
8212190120,22.0,4.769815,Private,30.51081081081081,12.99,28.0
8212190120,22.72,6.738772999999999,Private,30.51081081081081,12.99,28.0
8212190120,24.0,6.753611,Private,30.51081081081081,12.99,28.0
8212190120,25.0,6.857685000000001,Private,30.51081081081081,12.99,28.0
8212190120,25.0,6.943333,Private,30.51081081081081,12.99,28.0
8212190120,28.0,6.989757000000001,Private,30.51081081081081,12.99,28.0
8212190120,27.0,6.999931,Private,30.51081081081081,12.99,28.0
8212198987,65.0,2.785741,adriane1622,0.0,50.0,157.5
8212198987,55.0,3.797164,msu_cat,0.0,50.0,157.5
8212198987,60.0,4.899491,suhail2917,0.0,50.0,157.5
8212198987,70.0,4.899687999999999,suhail2917,0.0,50.0,157.5
8212198987,75.0,5.575208,mesamirage,50.0,50.0,157.5
8212198987,85.0,5.575324,mesamirage,50.0,50.0,157.5
8212198987,107.0,6.026180999999999,ryanjdiaz,73.0,50.0,157.5
8212198987,110.0,6.049213,mesamirage,50.0,50.0,157.5
8212198987,120.0,6.593160000000001,7906jessica,0.0,50.0,157.5
8212198987,125.0,6.694605999999999,mesamirage,50.0,50.0,157.5
8212198987,130.0,6.739896000000001,7906jessica,0.0,50.0,157.5
8212198987,150.0,6.952986,runnerpiano,106.0,50.0,157.5
8212198987,135.0,6.99441,mesamirage,50.0,50.0,157.5
8212198987,140.0,6.994514,mesamirage,50.0,50.0,157.5
8212198987,145.0,6.996597,mesamirage,50.0,50.0,157.5
8212198987,157.5,6.998877,flamevt,4.0,50.0,157.5
8212198987,155.0,6.999514,mesamirage,50.0,50.0,157.5
8212236671,9.99,0.33681700000000003,shelli99499,3.0,9.99,96.0
8212236671,20.0,0.337106,shelli99499,3.0,9.99,96.0
8212236671,25.75,2.968669,msu_cat,0.0,9.99,96.0
8212236671,27.0,3.6272919999999997,rob3482,0.0,9.99,96.0
8212236671,30.0,6.268008999999999,bigmanz2004,1.0,9.99,96.0
8212236671,29.0,6.271782,rob3482,0.0,9.99,96.0
8212236671,35.0,6.305243,r669craz,0.0,9.99,96.0
8212236671,32.0,6.372593,bigmanz2004,1.0,9.99,96.0
8212236671,35.0,6.372708,bigmanz2004,1.0,9.99,96.0
8212236671,38.0,6.372812000000001,bigmanz2004,1.0,9.99,96.0
8212236671,40.0,6.405231,raymond1725,0.0,9.99,96.0
8212236671,40.0,6.408912,bigmanz2004,1.0,9.99,96.0
8212236671,42.0,6.409016,bigmanz2004,1.0,9.99,96.0
8212236671,45.0,6.469317,okjam,14.0,9.99,96.0
8212236671,45.0,6.47147,raymond1725,0.0,9.99,96.0
8212236671,50.0,6.471748000000001,raymond1725,0.0,9.99,96.0
8212236671,47.3,6.476667,okjam,14.0,9.99,96.0
8212236671,50.0,6.511516,bigmanz2004,1.0,9.99,96.0
8212236671,51.5,6.511667,bigmanz2004,1.0,9.99,96.0
8212236671,70.0,6.514931,young-gdog,0.0,9.99,96.0
8212236671,54.0,6.51588,bigmanz2004,1.0,9.99,96.0
8212236671,57.0,6.515994999999999,bigmanz2004,1.0,9.99,96.0
8212236671,60.0,6.516123,bigmanz2004,1.0,9.99,96.0
8212236671,65.0,6.51625,bigmanz2004,1.0,9.99,96.0
8212236671,68.0,6.516376999999999,bigmanz2004,1.0,9.99,96.0
8212236671,70.0,6.516493,bigmanz2004,1.0,9.99,96.0
8212236671,75.0,6.516586,bigmanz2004,1.0,9.99,96.0
8212236671,75.0,6.709271,jumbolya,146.0,9.99,96.0
8212236671,85.0,6.746921,pe55usn,18.0,9.99,96.0
8212236671,80.0,6.747234,gembuyers,25.0,9.99,96.0
8212236671,82.0,6.75162,bigmanz2004,1.0,9.99,96.0
8212236671,84.99,6.751782,bigmanz2004,1.0,9.99,96.0
8212236671,86.0,6.76103,thad1984,9.0,9.99,96.0
8212236671,90.0,6.764792,pe55usn,18.0,9.99,96.0
8212236671,88.0,6.765509,thad1984,9.0,9.99,96.0
8212236671,90.0,6.765613,thad1984,9.0,9.99,96.0
8212236671,91.0,6.765718,thad1984,9.0,9.99,96.0
8212236671,92.0,6.766019,bigmanz2004,1.0,9.99,96.0
8212236671,93.0,6.766794,thad1984,9.0,9.99,96.0
8212236671,94.0,6.767778,thad1984,9.0,9.99,96.0
8212236671,94.0,6.778287,bigmanz2004,1.0,9.99,96.0
8212236671,95.0,6.77838,bigmanz2004,1.0,9.99,96.0
8212236671,96.0,6.810451,lawitemsandetc,208.0,9.99,96.0
8212237522,45.0,1.289236,josh3892k,0.0,40.0,102.5
8212237522,100.0,1.712477,truespace713,1.0,40.0,102.5
8212237522,55.0,6.525637000000001,moddingexpert,29.0,40.0,102.5
8212237522,70.0,6.525926,moddingexpert,29.0,40.0,102.5
8212237522,89.99,6.60235,lilwaynejr123,10.0,40.0,102.5
8212237522,95.0,6.602581,lilwaynejr123,10.0,40.0,102.5
8212237522,98.0,6.7564470000000005,4687daisy,2.0,40.0,102.5
8212237522,100.0,6.7566440000000005,4687daisy,2.0,40.0,102.5
8212237522,102.5,6.756817,4687daisy,2.0,40.0,102.5
8212237522,102.5,6.760208,4687daisy,2.0,40.0,102.5
8212248443,25.0,0.188924,paulas6215,6.0,25.0,82.02
8212248443,30.0,0.195914,whiskyrebel,3.0,25.0,82.02
8212248443,27.0,0.24025500000000002,paulas6215,6.0,25.0,82.02
8212248443,29.0,0.240602,paulas6215,6.0,25.0,82.02
8212248443,31.0,0.24094899999999997,paulas6215,6.0,25.0,82.02
8212248443,33.0,0.297593,paulas6215,6.0,25.0,82.02
8212248443,35.0,0.29798600000000003,paulas6215,6.0,25.0,82.02
8212248443,38.0,0.647662,whiskyrebel,3.0,25.0,82.02
8212248443,40.0,0.6478470000000001,whiskyrebel,3.0,25.0,82.02
8212248443,37.0,2.5936,bts540,4.0,25.0,82.02
8212248443,39.0,2.594421,bts540,4.0,25.0,82.02
8212248443,41.0,2.594653,bts540,4.0,25.0,82.02
8212248443,50.0,3.557234,bts540,4.0,25.0,82.02
8212248443,72.22,6.548056,rcajstein,20.0,25.0,82.02
8212248443,80.08,6.548738,rcajstein,20.0,25.0,82.02
8212248443,55.0,6.549398,64pman,14.0,25.0,82.02
8212248443,57.0,6.549583,64pman,14.0,25.0,82.02
8212248443,65.0,6.582731,jj_idaho,1.0,25.0,82.02
8212248443,70.01,6.628912,bluebob_6,40.0,25.0,82.02
8212248443,75.01,6.629051,bluebob_6,40.0,25.0,82.02
8212248443,78.01,6.629178,bluebob_6,40.0,25.0,82.02
8212248443,81.02,6.629363000000001,bluebob_6,40.0,25.0,82.02
8212248443,82.02,6.851725,jj_idaho,1.0,25.0,82.02
